,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,17,42,106,272,704,1841,0,3946,12054,0,0,18994,54978,158904,441014,1237441,3483093,9799351,0,20688491,68278660,196361413,550980503,553490970,381664411,370617462,949982853,804237323,510744082,265189258,572806705,0,172893142,39483614,218736756,0,629317420,558113111,512130441,584675975,264223407,0,51647241,196964319,429901445,48351457,251576031,0,352842299,941024689,948567836,508426718,273839149,698046454,0,0,0,0,0,809149872,448510595,0,99526500,573128161,373790227,934879466,744135973,94265456,797059381,482631548,865675415,829430073,0,517626129,256754012,901422266,225378283,542586954,171717066,735298794,453422411,183464681,854240532,16220536,
12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,17,42,106,271,701,0,1519,4461,0,0,7129,20432,59004,162819,454794,1274958,3574463,0,7596517,24435282,70703195,198175663,558035661,571214361,428761626,493210759,266533828,626097591,649779257,854251303,0,462953843,913141055,267377527,0,593375173,980118694,454773859,397129509,188800374,0,131896955,471622580,235413257,436675815,8411945,0,504346980,277847632,282167309,527939164,103150815,412936854,0,0,0,0,0,776539059,784663890,0,692348543,85126065,947568818,66571649,951137245,351672452,742706206,675566599,132638903,463577284,0,491315389,431499429,235482634,534549470,787098873,611554616,375641097,854747895,41661320,866552448,311051107,
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,15,37,93,238,0,391,1519,0,0,2304,7129,19534,53646,148606,415220,1160633,0,1883952,7955941,22529466,63212456,177608095,499999309,-591164314,971625116,202822007,620584089,315617766,473627755,0,152204448,933662898,736961725,0,966880268,47609724,353833272,194537051,402478119,0,213851682,215437215,655454843,954621922,217546341,0,782607350,539567076,161523923,904019756,20158775,231445942,0,0,0,0,0,391571551,843709857,0,489506863,194963161,968669145,957938727,143016266,21218484,120270617,136888221,19899136,721644456,0,177678191,494850024,998034862,70747084,944480708,724357274,195752743,502927447,159406597,447135922,479071191,
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,0,238,701,0,0,1120,3135,8892,24330,67453,187948,523868,0,1118991,3638159,10343353,28826728,80720953,226267834,635134795,-215185391,20550198,136620781,844537523,412655872,0,202928746,347008227,391968723,0,105463753,948149975,222951937,684922793,809864478,0,638920861,692049236,134060310,606545966,539810033,0,824574570,994965667,220417143,474367472,86044541,750874781,0,0,0,0,0,464818576,362236519,0,259169731,386612787,771053184,1491067,500168575,490696996,270706289,134246350,669860331,568880511,0,351283527,585673956,733369719,306681124,521272008,534200831,447041877,753526552,429204104,843083771,260014248,
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,0,93,271,0,0,436,1205,3386,9198,25357,70319,195164,0,414169,1345890,3815956,10601477,29604297,82774124,231806907,649999696,-175294020,128203075,428386562,638759020,0,288861926,981319196,619289692,0,761434451,337820179,691432782,346359065,876447342,0,6248348,707945900,307714004,467881199,444181324,0,380301553,492033453,230999,951278457,102341532,252261339,0,0,0,0,0,115656549,236790367,0,20027931,896144481,504330557,419769318,583227703,653473195,941145258,494887383,604508611,681023257,0,639919010,956774811,528404735,588533426,339579640,658857504,880573208,300062189,994391346,573426973,607836572,
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,0,37,106,0,0,172,468,1301,3505,9601,26484,73154,0,154066,500599,1415038,3917676,10906678,30411285,84950612,237647443,665674924,867011264,242871638,740553332,0,196296915,722256948,94971230,0,468031689,209273657,86327831,429277049,863490958,0,743772735,413111323,608679173,436037218,828628554,0,71706756,999827422,524857142,318757179,607020902,362071474,0,0,0,0,0,864499754,718720484,0,188834244,734523069,224593028,555778399,811303790,390151917,890391785,30042093,804844313,374268719,0,636334712,58415209,847950308,708151300,262817181,870797178,21030260,839421488,712228540,752402341,812182156,
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,15,42,0,0,69,184,505,1348,3666,10053,27620,0,57651,187442,528007,1456090,4040102,11231240,31286470,87299290,243952632,682695907,913158681,368529330,0,643751305,960949000,695718035,0,725539950,103502080,51757479,517002372,35322037,0,390237459,431500886,5074760,790623243,319329109,0,322599924,277558696,572603116,560085451,278227312,379139005,0,0,0,0,0,272247537,315922168,0,760608276,671769843,772812209,749308630,323056252,629119475,402536778,530187280,912192481,205416831,0,812675095,981302856,892031245,302974977,412481591,757070175,493133764,459176889,564279096,584920025,831456565,
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,17,0,0,28,73,198,523,1411,3844,10499,0,21757,70557,198112,544131,1504140,4167597,11574427,32206734,89768103,250613327,700745021,962282270,0,229276907,795558714,490652359,0,660176944,771230130,803593544,831881562,179897941,0,118595922,269102106,397950598,469039264,71189878,0,124670788,479420873,353774500,136044623,500910342,844328805,0,0,0,0,0,987420500,126993239,0,967570620,606513664,10367863,874427379,263795590,339363142,408904695,740726190,676506565,699035641,0,728576324,176994018,325024441,699120772,854552179,164626233,32011719,591598422,649328317,991701452,326788837,
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,0,0,12,30,80,208,556,1502,4072,0,8332,27071,75737,206588,568623,1569275,4342843,12044821,33470864,93184051,259883977,726011022,0,547386846,73874515,527217015,0,376842503,749605682,261323710,987333576,610182105,0,8674276,58282364,146532202,694700510,722695198,0,551185445,60552049,83418421,915976467,816604444,255237862,0,0,0,0,0,539197176,802562193,0,829495436,564684819,727057346,602141599,51932617,186792434,449950785,379409922,114665034,740492137,0,718001439,230494963,833617115,809890342,515239504,434120009,440200127,131566390,323103900,33466699,960552573,
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,5,12,32,82,217,581,1563,0,3222,10138,28456,77330,212106,583164,1608396,4447128,12322595,34215453,95188433,265304357,0,567669333,-178811749,249429577,0,4470934,844054190,50067209,63438982,256672474,0,536040281,709961072,817836084,779054599,239483228,0,540467781,895543430,997695232,92816150,808281749,890209354,0,0,0,0,0,309437259,789483354,0,176870305,664165349,104925049,150994040,232148944,380317652,994039847,275742078,456893132,637802375,0,569760766,761885691,550998079,828227607,290558576,200038267,213479505,249832298,181791769,233785258,390804341,
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,12,30,78,206,549,0,841,3534,9680,26180,71372,195699,538344,1484577,4103229,11365551,31547003,87737254,0,142724299,602800163,706319340,0,684574497,670664379,382930830,390654757,2750753,0,95925360,55303382,80179046,494690898,111348901,0,840627901,539983139,245622720,820703608,224279389,924923250,0,0,0,0,0,577287770,259599588,0,96609979,467207647,436654553,432021493,73869442,702047799,908504559,484709311,156205632,655686915,0,208019428,516812445,270549919,760938038,788458210,730897004,840368163,197829938,550453801,122129747,198151050,
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,13,34,91,243,0,469,1639,4441,11943,32505,88859,243724,670311,1848237,5108364,14151072,39284554,0,81360142,277745407,781864238,0,589695690,474021512,521148354,394591560,123455773,0,730317238,360389883,707109568,613138034,241766774,0,999890983,853852336,625402932,207200422,834141118,587331078,0,0,0,0,0,116610454,261586034,0,288126479,438162880,742110961,259291483,558348670,637388708,849407576,981122927,804934709,775750385,0,656893581,348022017,515471793,801623186,257121284,273817122,259461852,244673057,140938259,666030025,237344771,
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,15,40,106,0,277,667,1901,5068,13724,37185,101235,276679,758578,2086103,5752499,15903073,0,40489534,107830168,313825373,0,781912079,117425390,192467668,262302337,548803393,0,114268889,569868295,790609847,267273772,167809768,0,316629751,142556485,797227850,540414987,777936653,998318062,0,0,0,0,0,269622071,669013101,0,867637521,460115822,913243370,769679,968827224,131170428,275125700,327403994,723186182,584241573,0,86638224,97812999,362964252,567939636,739012117,61792577,316778318,377399643,770767842,375095618,476160320,
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,15,37,93,0,152,585,1502,3919,10377,27732,74563,201464,546738,1489656,4073527,11176227,0,19108974,77163926,213541143,0,354272307,469281274,113738408,503132594,235694861,0,294941894,668866924,871656215,28706150,556597872,0,312505291,140865615,731933279,206344656,705409914,921508045,0,0,0,0,0,437860704,764548583,0,757012483,499459773,573287727,548375327,47875698,852556101,367579773,826880022,242021947,736953287,0,113429751,673593818,961811243,241424501,9795219,913239330,245640779,903321361,120973637,711969913,26665361,
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,0,93,271,704,1824,4809,12772,34149,91826,248134,673508,1835443,5020182,0,11160937,34999512,97528536,0,212754947,676476656,900373361,265856844,684478377,0,303327110,602592328,198781986,496505394,910817011,0,593963632,582346723,229841714,987958938,429798157,442857783,0,0,0,0,0,129506172,239505936,0,265318503,483488419,722385258,890458104,57625513,551800275,705482598,13589439,649359350,494726576,0,118310269,27858292,33114752,113167221,141125527,953951003,10494182,625499420,393638676,275051436,181704536,
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,0,37,106,272,697,1823,4807,12772,34152,91826,248129,673478,1835338,0,4062190,12722996,35358654,0,76778803,244018636,684152282,891717999,265066926,0,535009766,3194809,951613031,983400037,397129835,0,329908896,431226668,238696469,715802557,263008594,983766928,0,0,0,0,0,872526591,118259756,0,519325135,329379143,214948165,838718383,915868043,902398853,895778552,223328655,497764794,995486061,0,306454321,931456924,703168953,334487204,786706266,796740311,948543453,640004776,564190563,359475262,241077669,
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,15,42,106,269,697,1823,4809,12778,34165,91859,248211,673688,0,1483596,4641689,12861215,0,27778596,88273916,246956422,681228701,892046879,0,125992194,242835409,512397455,549554222,37548487,0,463048006,491436518,585208695,108186577,981777242,140748044,0,0,0,0,0,369926446,385749010,0,128840698,911466810,728718996,374618283,620843903,479398818,667087290,799370286,574942466,535954119,0,140815429,218234107,517523266,252152572,133449529,219912660,265479414,456048632,433916609,474769369,484802730,
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,17,42,105,269,697,1824,4812,12785,34182,91900,248311,0,544774,1698150,4692514,0,10096576,31996708,89355921,245891812,681354350,0,480339773,744334670,428226938,366093683,562901327,0,720246039,936387432,108883561,420067047,114185609,440256302,0,0,0,0,0,481014756,799436073,0,503808326,860804667,147506176,633050219,284182786,649643364,912628777,372814001,400428979,17112314,0,33868114,406329876,773707948,377865151,654332165,723532380,820888172,306541961,300632925,881392214,632141819,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,17,42,106,272,704,1841,4853,12886,34435,92541,0,201646,628028,1730243,0,3689895,11702103,32622090,89384328,247082826,0,533069555,711611543,841829812,430765738,524628649,0,162500436,986054878,919106565,481926537,411089813,850094231,0,0,0,0,0,799351060,286126381,0,781464107,910074605,764249310,945596512,849882367,459756683,538661670,617823129,630422178,998274897,0,57199770,572876689,201093940,869858337,515776096,459163282,693991292,342106771,722572941,325901786,427397745,
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,17,42,106,271,701,1831,4823,12799,34187,0,75146,226959,628028,0,1348562,4169480,11688483,31978853,88258744,0,191440159,601148961,711796945,746773891,253457040,0,811376317,459256634,9927720,283878594,43607408,12201487,0,0,0,0,0,399499714,545764881,0,599447992,202857281,204688259,825553031,329780222,887457684,416070621,713511113,169047600,435439625,0,734157799,263310950,952866726,597897925,870411891,228327813,531574583,546219428,54125189,85057252,897612506,
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,15,37,93,238,615,1607,4235,11246,0,19036,75146,201646,0,330220,1348562,3686347,10107410,27846895,0,46554026,191440159,533340359,483093671,137351404,0,958869306,811373347,199711378,108243789,102028196,15503847,0,0,0,0,0,515450801,370076168,0,626351286,421710391,551404009,124949648,37417143,485150611,414973718,259213910,825526643,391055686,0,994841783,233672517,471304375,731848071,830612789,602449384,326641112,470034240,917833824,51510805,544856708,
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,281,731,1919,5077,0,11246,34187,92541,0,200670,623352,1711742,4649245,12742087,0,27936777,88183807,246574042,679760142,887137631,0,148993968,241105659,443811337,303194867,229425531,899639499,0,0,0,0,0,858716398,142643714,0,563522361,474213316,572234496,126903206,929064025,960169116,315600890,918408155,959478484,435478402,0,730126848,196793575,324563614,595637834,44744190,279856266,205339769,938439630,796377703,195968734,119501683,
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,281,731,1919,0,4235,12799,34435,0,74345,230116,629147,1701875,4648108,0,10154644,31996527,89237161,245367034,679609849,0,489430742,749131958,407994382,282746951,287499022,156035553,0,0,0,0,0,269442263,243640471,0,536016281,859353115,437329048,280996374,668370524,298012754,897826315,601872060,938432013,3682125,0,591558623,756191300,377801965,80712983,928692674,380517864,300632944,931976557,504760223,116587120,484175643,
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,281,731,0,1607,4823,12886,0,27688,85355,232222,625334,1701365,0,3702219,11643410,32382457,88785069,245298700,0,535687613,706588523,809847087,348925283,275277254,257364398,0,0,0,0,0,556239797,728245216,0,394379931,36172572,965313949,616907317,300460931,354688967,572497093,566327076,330045864,981327558,0,686825266,585135352,202079697,600922810,114066238,788092653,924690869,198729326,489703708,78862325,731606371,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,281,0,615,1831,4853,0,10373,31829,86118,230731,625102,0,1354196,4250436,11785287,32211680,88753647,0,193043902,614498036,728757590,788048190,345373277,262602079,0,0,0,0,0,757503359,710996322,0,501616034,839517995,309556227,811181810,178514539,450056136,159563575,179385906,618013868,352658169,0,506879736,140277891,295592357,853638318,617811974,525203037,843687432,101457265,842011831,300749866,514780482,
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,109,0,238,701,1841,0,3912,11941,32105,85529,230628,0,497092,1557053,4302873,11720312,32197543,0,69707756,221746337,622637559,720676849,786421761,340087114,0,0,0,0,0,150236233,676899165,0,857702510,325701751,186319256,364919946,87206190,858169171,105196174,887092161,684997657,337299158,0,454087705,848892386,929613683,190414082,530195933,941632602,521894654,872828334,464518732,488358153,161153945,
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,43,0,93,271,704,0,1487,4510,12039,31867,85479,0,183179,572562,1576461,4277769,11713645,0,25224872,80203010,224745564,619608530,719907738,784121744,0,0,0,0,0,404549014,448081892,0,392996273,31931674,629551074,921946709,868719343,214598161,635978928,93626803,396734,893326395,0,314102120,953914701,297964425,483115646,133678323,407941561,124545736,950258803,681804055,43516875,343273733,
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,17,0,37,106,272,0,570,1717,4545,11944,31849,0,67788,211476,579867,1566930,4275321,0,9148133,29085687,81326463,223636561,619337857,719133488,0,0,0,0,0,717445863,961526781,0,391998813,634198540,829031001,67114586,77356600,611883780,991223382,304427536,212342897,760256499,0,930967386,757268657,932189524,818263696,302517378,960967129,599281750,573149692,248375747,365051821,701950937,
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,15,42,106,0,221,660,1730,4508,11941,0,25220,78535,214328,576416,1566509,0,3327353,10583045,29520793,80944242,223604252,619263430,0,0,0,0,0,330147971,286206357,0,40165160,476229533,70585668,991683077,947865001,831682452,747782662,209842141,710107856,660025542,0,258758229,871398497,162735283,688852157,14484088,76011736,793485882,51613210,855516381,694680887,74717042,
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,6,17,42,0,87,256,664,1715,4508,0,9463,29309,79614,213028,576339,0,1216278,3860531,10747174,29380336,80934450,223583592,0,0,0,0,0,477301509,537504360,0,226281514,520426749,6830879,767111673,928011544,804992678,42444229,663761572,735933692,835752173,0,65268028,558473643,326641958,910563158,268927214,368047488,974485669,746379908,411052773,120298016,741056531,
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,17,0,35,102,261,664,1730,0,3594,11103,29993,79593,214242,0,447081,1421845,3950617,10744703,29510166,81289098,0,0,0,0,0,171656935,555191325,0,152904788,775470569,775932167,802961,32599607,692878230,203427075,924354930,638402162,381539825,0,549304466,536734384,883171492,459509765,598706347,633625389,892070726,557792987,824367960,326077620,438890394,
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,0,15,40,102,256,660,0,1380,4109,11121,29343,78605,0,164269,509727,1423821,3864184,10590163,29098228,0,0,0,0,0,61488434,194968928,0,407448434,313436724,780741574,531392741,502220989,698810767,204029022,797339827,142587458,653231573,0,158306138,364846811,550044545,622615477,37056792,297404160,852851490,343551960,450273121,96478677,174038984,
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,15,35,87,221,0,340,1380,3600,9468,25208,0,39058,164269,447777,1216469,3324489,9135151,0,0,0,0,0,14515033,61488239,0,93019075,407447436,153057940,232403327,55298127,440962852,538987998,288919421,756196557,3383058,0,921538489,159705414,841378038,548693007,18981520,496538315,564796856,86119040,213397840,93383848,532318514,
